country,name,continent,year,lifeExp,pop,gdpPercap
col,Colombia,Americas,1935-01-01,38.22,8757477,NA
col,Colombia,Americas,1940-01-01,42.31,9479203,NA
col,Colombia,Americas,1945-01-01,47.69,10602215,NA
col,Colombia,Americas,1950-01-01,54.09,11981576,NA
col,Colombia,Americas,1955-01-01,57.49,13774999,NA
col,Colombia,Americas,1960-01-01,59.26,16057714,2339.44453
col,Colombia,Americas,1965-01-01,61.58,18725242,2524.70319
col,Colombia,Americas,1970-01-01,65.93,21480064,2879.25126
col,Colombia,Americas,1975-01-01,66.27,24065502,3385.72406
col,Colombia,Americas,1980-01-01,68.92,26900508,3931.0345
col,Colombia,Americas,1985-01-01,67.21,29951194,3945.61301
col,Colombia,Americas,1990-01-01,71.45,33102569,4467.3946
col,Colombia,Americas,1995-01-01,72.55,36421438,5055.20769
col,Colombia,Americas,2000-01-01,74.23,39629965,4862.87605
col,Colombia,Americas,2005-01-01,76.52,42647731,5404.12224
col,Colombia,Americas,2010-01-01,77.89,45222699,6336.70947
col,Colombia,Americas,2015-01-01,79.69,47520667,7580.27571
col,Colombia,Americas,2019-01-01,80.19,50339443,7843.54342
cri,Costa Rica,Americas,1800-01-01,30.21,53000,NA
cri,Costa Rica,Americas,1805-01-01,30.21,55340,NA
cri,Costa Rica,Americas,1810-01-01,30.21,57788,NA
cri,Costa Rica,Americas,1815-01-01,30.21,60340,NA
cri,Costa Rica,Americas,1820-01-01,30.21,63498,NA
cri,Costa Rica,Americas,1825-01-01,30.21,70132,NA
cri,Costa Rica,Americas,1830-01-01,30.21,77905,NA
cri,Costa Rica,Americas,1835-01-01,30.21,85657,NA
cri,Costa Rica,Americas,1840-01-01,30.21,93371,NA
cri,Costa Rica,Americas,1845-01-01,30.21,97442,NA
cri,Costa Rica,Americas,1850-01-01,30.21,101627,NA
cri,Costa Rica,Americas,1855-01-01,30.21,110843,NA
cri,Costa Rica,Americas,1860-01-01,30.21,121306,NA
cri,Costa Rica,Americas,1865-01-01,30.21,130755,NA
cri,Costa Rica,Americas,1870-01-01,30.21,141928,NA
cri,Costa Rica,Americas,1875-01-01,30.26,163195,NA
cri,Costa Rica,Americas,1880-01-01,30.3,189347,NA
cri,Costa Rica,Americas,1885-01-01,30.35,220101,NA
cri,Costa Rica,Americas,1890-01-01,30.8,254502,NA
cri,Costa Rica,Americas,1895-01-01,32.91,284558,NA
cri,Costa Rica,Americas,1900-01-01,35.03,316531,NA
cri,Costa Rica,Americas,1905-01-01,35.28,352085,NA
cri,Costa Rica,Americas,1910-01-01,35.54,390292,NA
cri,Costa Rica,Americas,1915-01-01,35.6,423715,NA
cri,Costa Rica,Americas,1920-01-01,35.65,457669,NA
cri,Costa Rica,Americas,1925-01-01,39.32,498528,NA
cri,Costa Rica,Americas,1930-01-01,43,545312,NA
cri,Costa Rica,Americas,1935-01-01,45.46,605801,NA
cri,Costa Rica,Americas,1940-01-01,47.93,679682,NA
cri,Costa Rica,Americas,1945-01-01,52.72,798246,NA
cri,Costa Rica,Americas,1950-01-01,57.53,945683,NA
cri,Costa Rica,Americas,1955-01-01,61.93,1110088,NA
cri,Costa Rica,Americas,1960-01-01,65.35,1330787,2893.59088
cri,Costa Rica,Americas,1965-01-01,65.49,1592834,3113.47975
cri,Costa Rica,Americas,1970-01-01,67.04,1847394,3732.06315
cri,Costa Rica,Americas,1975-01-01,71.6,2094186,4413.98831
cri,Costa Rica,Americas,1980-01-01,74.68,2389973,4993.62361
cri,Costa Rica,Americas,1985-01-01,75.71,2736719,4422.76003
cri,Costa Rica,Americas,1990-01-01,76.94,3119436,4855.3116
cri,Costa Rica,Americas,1995-01-01,76.53,3545524,5561.84386
cri,Costa Rica,Americas,2000-01-01,77.9,3962369,6170.95344
cri,Costa Rica,Americas,2005-01-01,79.44,4285504,6916.62994
cri,Costa Rica,Americas,2010-01-01,79.51,4577371,8227.12749
cri,Costa Rica,Americas,2015-01-01,80.2,4847805,9356.92132
cri,Costa Rica,Americas,2019-01-01,80.07,5047561,10170.15918
dnk,Denmark,Europe,1800-01-01,37.41,1000000,NA
dnk,Denmark,Europe,1805-01-01,43.02,1036682,NA
dnk,Denmark,Europe,1810-01-01,41.71,1074765,NA
dnk,Denmark,Europe,1815-01-01,42.67,1114189,NA
dnk,Denmark,Europe,1820-01-01,43.14,1156833,NA
dnk,Denmark,Europe,1825-01-01,43.14,1212680,NA
dnk,Denmark,Europe,1830-01-01,34.11,1270537,NA
dnk,Denmark,Europe,1835-01-01,38.35,1314383,NA
dnk,Denmark,Europe,1840-01-01,41.06,1359996,NA
dnk,Denmark,Europe,1845-01-01,43.35,1426375,NA
dnk,Denmark,Europe,1850-01-01,43.5,1501343,NA
dnk,Denmark,Europe,1855-01-01,46.18,1594892,NA
dnk,Denmark,Europe,1860-01-01,45.11,1694977,NA
dnk,Denmark,Europe,1865-01-01,39.85,1790269,NA
dnk,Denmark,Europe,1870-01-01,46.06,1887969,NA
dnk,Denmark,Europe,1875-01-01,44.52,1983514,NA
dnk,Denmark,Europe,1880-01-01,44.89,2082691,NA
dnk,Denmark,Europe,1885-01-01,49.73,2186925,NA
dnk,Denmark,Europe,1890-01-01,47.35,2298166,NA
dnk,Denmark,Europe,1895-01-01,51,2426705,NA
dnk,Denmark,Europe,1900-01-01,52.04,2565597,NA
dnk,Denmark,Europe,1905-01-01,54.52,2720683,NA
dnk,Denmark,Europe,1910-01-01,58.22,2886432,NA
dnk,Denmark,Europe,1915-01-01,58.61,3061836,NA
dnk,Denmark,Europe,1920-01-01,57.72,3241807,NA
dnk,Denmark,Europe,1925-01-01,62.16,3394327,NA
dnk,Denmark,Europe,1930-01-01,62.53,3545784,NA
dnk,Denmark,Europe,1935-01-01,63.16,3690224,NA
dnk,Denmark,Europe,1940-01-01,66.54,3845283,NA
dnk,Denmark,Europe,1945-01-01,66.38,4052448,NA
dnk,Denmark,Europe,1950-01-01,70.66,4268281,NA
dnk,Denmark,Europe,1955-01-01,72.1,4440779,NA
dnk,Denmark,Europe,1960-01-01,72.51,4581099,20537.54611
dnk,Denmark,Europe,1965-01-01,72.66,4760461,25542.16964
dnk,Denmark,Europe,1970-01-01,73.57,4931239,30541.92958
dnk,Denmark,Europe,1975-01-01,74.24,5062731,32302.67137
dnk,Denmark,Europe,1980-01-01,74.39,5123945,36378.20799
dnk,Denmark,Europe,1985-01-01,74.82,5114250,41720.67164
dnk,Denmark,Europe,1990-01-01,75.23,5141117,44569.01306
dnk,Denmark,Europe,1995-01-01,75.6,5232709,49122.86915
dnk,Denmark,Europe,2000-01-01,77.16,5341192,55850.63076
dnk,Denmark,Europe,2005-01-01,78.34,5421701,58792.66044
dnk,Denmark,Europe,2010-01-01,79.52,5554849,58041.39844
dnk,Denmark,Europe,2015-01-01,80.99,5688695,60402.12964
dnk,Denmark,Europe,2019-01-01,81.13,5771877,65867.00172
dom,Dominican Republic,Americas,1800-01-01,29.9,150000,NA
dom,Dominican Republic,Americas,1805-01-01,29.9,131649,NA
dom,Dominican Republic,Americas,1810-01-01,29.9,115621,NA
dom,Dominican Republic,Americas,1815-01-01,29.9,101475,NA
dom,Dominican Republic,Americas,1820-01-01,29.9,91318,NA
dom,Dominican Republic,Americas,1825-01-01,29.9,96680,NA
dom,Dominican Republic,Americas,1830-01-01,29.9,104994,NA
dom,Dominican Republic,Americas,1835-01-01,29.9,114022,NA
dom,Dominican Republic,Americas,1840-01-01,29.9,123827,NA
dom,Dominican Republic,Americas,1845-01-01,29.9,134476,NA
dom,Dominican Republic,Americas,1850-01-01,29.9,146835,NA
dom,Dominican Republic,Americas,1855-01-01,29.9,165831,NA
dom,Dominican Republic,Americas,1860-01-01,29.9,188236,NA
dom,Dominican Republic,Americas,1865-01-01,29.9,213668,NA
dom,Dominican Republic,Americas,1870-01-01,29.9,242522,NA
dom,Dominican Republic,Americas,1875-01-01,30.4,275176,NA
dom,Dominican Republic,Americas,1880-01-01,30.9,312209,NA
dom,Dominican Republic,Americas,1885-01-01,31.41,354227,NA
dom,Dominican Republic,Americas,1890-01-01,31.91,401900,NA
dom,Dominican Republic,Americas,1895-01-01,32.41,455988,NA
dom,Dominican Republic,Americas,1900-01-01,32.91,518585,NA
dom,Dominican Republic,Americas,1905-01-01,33.41,598328,NA
dom,Dominican Republic,Americas,1910-01-01,33.92,689896,NA
dom,Dominican Republic,Americas,1915-01-01,34.42,782108,NA
dom,Dominican Republic,Americas,1920-01-01,34.92,890408,NA
dom,Dominican Republic,Americas,1925-01-01,35.42,1057616,NA
dom,Dominican Republic,Americas,1930-01-01,35.92,1258671,NA
dom,Dominican Republic,Americas,1935-01-01,36.43,1458870,NA
dom,Dominican Republic,Americas,1940-01-01,42.86,1689881,NA
dom,Dominican Republic,Americas,1945-01-01,49.46,1997444,NA
dom,Dominican Republic,Americas,1950-01-01,56.21,2364649,NA
dom,Dominican Republic,Americas,1955-01-01,60.36,2781338,NA
dom,Dominican Republic,Americas,1960-01-01,61.92,3294222,1323.8167
dom,Dominican Republic,Americas,1965-01-01,61.62,3877768,1279.62805
dom,Dominican Republic,Americas,1970-01-01,64.88,4499722,1699.03077
dom,Dominican Republic,Americas,1975-01-01,67.18,5144632,2289.69541
dom,Dominican Republic,Americas,1980-01-01,69.25,5803929,2621.47857
dom,Dominican Republic,Americas,1985-01-01,70.24,6464229,2588.24537
dom,Dominican Republic,Americas,1990-01-01,71.97,7133491,2695.98018
dom,Dominican Republic,Americas,1995-01-01,73.71,7819239,3214.7463
dom,Dominican Republic,Americas,2000-01-01,73.66,8471317,4051.50097
dom,Dominican Republic,Americas,2005-01-01,72.56,9097262,4472.70998
dom,Dominican Republic,Americas,2010-01-01,73.5,9695117,5555.39201
dom,Dominican Republic,Americas,2015-01-01,72,10281675,6661.86828
dom,Dominican Republic,Americas,2019-01-01,73.19,10738957,8002.44242
dza,Algeria,Africa,1800-01-01,28.82,2500000,NA
dza,Algeria,Africa,1805-01-01,28.82,2545967,NA
dza,Algeria,Africa,1810-01-01,28.82,2592813,NA
dza,Algeria,Africa,1815-01-01,28.82,2640486,NA
dza,Algeria,Africa,1820-01-01,28.82,2686052,NA
dza,Algeria,Africa,1825-01-01,28.82,2713360,NA
dza,Algeria,Africa,1830-01-01,28.82,2737931,NA
dza,Algeria,Africa,1835-01-01,28.82,2762725,NA
dza,Algeria,Africa,1840-01-01,28.82,2787744,NA
dza,Algeria,Africa,1845-01-01,28.82,2812989,NA
dza,Algeria,Africa,1850-01-01,15,2852648,NA
dza,Algeria,Africa,1855-01-01,28.82,2983114,NA
dza,Algeria,Africa,1860-01-01,28.82,3134829,NA
dza,Algeria,Africa,1865-01-01,28.82,3294259,NA
dza,Algeria,Africa,1870-01-01,22,3461795,NA
dza,Algeria,Africa,1875-01-01,29.38,3637850,NA
dza,Algeria,Africa,1880-01-01,29.94,3822857,NA
dza,Algeria,Africa,1885-01-01,30.5,4017272,NA
dza,Algeria,Africa,1890-01-01,31.05,4220676,NA
dza,Algeria,Africa,1895-01-01,31.61,4428517,NA
dza,Algeria,Africa,1900-01-01,32.21,4664019,NA
dza,Algeria,Africa,1905-01-01,30.31,5034093,NA
dza,Algeria,Africa,1910-01-01,35.55,5417110,NA
dza,Algeria,Africa,1915-01-01,33.65,5588466,NA
dza,Algeria,Africa,1920-01-01,32.82,5750516,NA
dza,Algeria,Africa,1925-01-01,38.37,6054766,NA
dza,Algeria,Africa,1930-01-01,38.36,6423262,NA
dza,Algeria,Africa,1935-01-01,40.79,6985082,NA
dza,Algeria,Africa,1940-01-01,42.85,7612711,NA
dza,Algeria,Africa,1945-01-01,38.7,8214538,NA
dza,Algeria,Africa,1950-01-01,55.12,8872250,NA
dza,Algeria,Africa,1955-01-01,53.07,9774280,NA
dza,Algeria,Africa,1960-01-01,52.38,11057864,2481.7516
dza,Algeria,Africa,1965-01-01,56.8,12550880,2290.65013
dza,Algeria,Africa,1970-01-01,56.23,14464992,2708.46405
dza,Algeria,Africa,1975-01-01,56.87,16607706,3124.41167
dza,Algeria,Africa,1980-01-01,58.73,19221659,3643.68945
dza,Algeria,Africa,1985-01-01,64.7,22431507,3949.44343
dza,Algeria,Africa,1990-01-01,67.48,25758872,3572.28991
dza,Algeria,Africa,1995-01-01,69.04,28757788,3240.98096
dza,Algeria,Africa,2000-01-01,70.96,31042238,3557.62853
dza,Algeria,Africa,2005-01-01,72.94,33149720,4290.52025
dza,Algeria,Africa,2010-01-01,74.48,35977451,4480.78744
dza,Algeria,Africa,2015-01-01,75.44,39728020,4777.41479
dza,Algeria,Africa,2019-01-01,76.2,43053054,4701.27974
ecu,Ecuador,Americas,1800-01-01,32.9,500000,NA
ecu,Ecuador,Americas,1805-01-01,32.9,500000,NA
ecu,Ecuador,Americas,1810-01-01,32.9,500000,NA
ecu,Ecuador,Americas,1815-01-01,32.9,500000,NA
ecu,Ecuador,Americas,1820-01-01,32.9,504965,NA
ecu,Ecuador,Americas,1825-01-01,32.9,542674,NA
ecu,Ecuador,Americas,1830-01-01,32.9,588833,NA
ecu,Ecuador,Americas,1835-01-01,32.9,638919,NA
ecu,Ecuador,Americas,1840-01-01,32.9,693265,NA
ecu,Ecuador,Americas,1845-01-01,32.9,752233,NA
ecu,Ecuador,Americas,1850-01-01,32.9,813456,NA
ecu,Ecuador,Americas,1855-01-01,32.9,863454,NA
ecu,Ecuador,Americas,1860-01-01,32.9,913555,NA
ecu,Ecuador,Americas,1865-01-01,32.9,966558,NA
ecu,Ecuador,Americas,1870-01-01,32.9,1022614,NA
ecu,Ecuador,Americas,1875-01-01,33.03,1081801,NA
ecu,Ecuador,Americas,1880-01-01,33.16,1144389,NA
ecu,Ecuador,Americas,1885-01-01,33.29,1210592,NA
ecu,Ecuador,Americas,1890-01-01,33.42,1280617,NA
ecu,Ecuador,Americas,1895-01-01,33.55,1354686,NA
ecu,Ecuador,Americas,1900-01-01,33.68,1436214,NA
ecu,Ecuador,Americas,1905-01-01,33.81,1543765,NA
ecu,Ecuador,Americas,1910-01-01,33.94,1658572,NA
ecu,Ecuador,Americas,1915-01-01,34.07,1753402,NA
ecu,Ecuador,Americas,1920-01-01,34.2,1844347,NA
ecu,Ecuador,Americas,1925-01-01,34.33,1924221,NA
ecu,Ecuador,Americas,1930-01-01,34.46,2024480,NA
ecu,Ecuador,Americas,1935-01-01,34.59,2259649,NA
ecu,Ecuador,Americas,1940-01-01,36.1,2556906,NA
ecu,Ecuador,Americas,1945-01-01,43.16,2976341,NA
ecu,Ecuador,Americas,1950-01-01,50.27,3470160,NA
ecu,Ecuador,Americas,1955-01-01,53.94,3956625,NA
ecu,Ecuador,Americas,1960-01-01,56.1,4543658,2238.01338
ecu,Ecuador,Americas,1965-01-01,59.75,5243980,2422.40965
ecu,Ecuador,Americas,1970-01-01,61.35,6069375,2487.73369
ecu,Ecuador,Americas,1975-01-01,64.09,6994331,3388.72211
ecu,Ecuador,Americas,1980-01-01,67.01,7989178,3681.51716
ecu,Ecuador,Americas,1985-01-01,69.88,9066100,3664.69627
ecu,Ecuador,Americas,1990-01-01,71.95,10230931,3716.26679
ecu,Ecuador,Americas,1995-01-01,73.63,11455205,3842.59614
ecu,Ecuador,Americas,2000-01-01,74.46,12681123,3663.66378
ecu,Ecuador,Americas,2005-01-01,73.61,13825839,4258.42408
ecu,Ecuador,Americas,2010-01-01,74.27,15011114,4633.59128
ecu,Ecuador,Americas,2015-01-01,75.88,16212022,5330.5385
ecu,Ecuador,Americas,2019-01-01,76.38,17373657,5094.95017
egy,Egypt,Africa,1800-01-01,33,3500000,NA
egy,Egypt,Africa,1805-01-01,33,3661914,NA
egy,Egypt,Africa,1810-01-01,33,3831632,NA
egy,Egypt,Africa,1815-01-01,33,4008887,NA
egy,Egypt,Africa,1820-01-01,33,4179621,NA
egy,Egypt,Africa,1825-01-01,33,4262834,NA
egy,Egypt,Africa,1830-01-01,33,4332752,NA
egy,Egypt,Africa,1835-01-01,33,4403817,NA
egy,Egypt,Africa,1840-01-01,33,4532740,NA
egy,Egypt,Africa,1845-01-01,33,5046776,NA
egy,Egypt,Africa,1850-01-01,33,5638537,NA
egy,Egypt,Africa,1855-01-01,33,5949331,NA
egy,Egypt,Africa,1860-01-01,33,6226449,NA
egy,Egypt,Africa,1865-01-01,33,6516328,NA
egy,Egypt,Africa,1870-01-01,33,6819549,NA
egy,Egypt,Africa,1875-01-01,33.15,7136717,NA
egy,Egypt,Africa,1880-01-01,33.3,7484469,NA
egy,Egypt,Africa,1885-01-01,33.45,7954181,NA
egy,Egypt,Africa,1890-01-01,33.6,8475721,NA
egy,Egypt,Africa,1895-01-01,33.75,9065170,NA
egy,Egypt,Africa,1900-01-01,33.9,9697412,NA
egy,Egypt,Africa,1905-01-01,34.05,10349890,NA
egy,Egypt,Africa,1910-01-01,34.2,11026391,NA
egy,Egypt,Africa,1915-01-01,34.35,11643562,NA
egy,Egypt,Africa,1920-01-01,34.49,12311184,NA
egy,Egypt,Africa,1925-01-01,34.64,13016896,NA
egy,Egypt,Africa,1930-01-01,37.32,13779639,NA
egy,Egypt,Africa,1935-01-01,35.15,14725065,NA
egy,Egypt,Africa,1940-01-01,36.58,15881134,NA
egy,Egypt,Africa,1945-01-01,34.49,17967176,NA
egy,Egypt,Africa,1950-01-01,41.25,20451988,NA
egy,Egypt,Africa,1955-01-01,43.8,23223125,NA
egy,Egypt,Africa,1960-01-01,46.87,26632891,578.59965
egy,Egypt,Africa,1965-01-01,50.67,30433024,715.14078
egy,Egypt,Africa,1970-01-01,51.25,34513851,730.42302
egy,Egypt,Africa,1975-01-01,54.43,38549133,803.09897
egy,Egypt,Africa,1980-01-01,58.48,43309063,1102.78863
egy,Egypt,Africa,1985-01-01,60.12,49258726,1395.81635
egy,Egypt,Africa,1990-01-01,63.92,56134478,1557.55019
egy,Egypt,Africa,1995-01-01,66.38,62334025,1659.04537
egy,Egypt,Africa,2000-01-01,68.54,68831561,1981.8307
egy,Egypt,Africa,2005-01-01,68.78,75523576,2148.75514
egy,Egypt,Africa,2010-01-01,69.44,82761244,2645.96876
egy,Egypt,Africa,2015-01-01,69.92,92442549,2704.91971
egy,Egypt,Africa,2019-01-01,70.97,100388076,3010.15283
esp,Spain,Europe,1800-01-01,29.5,11500000,NA
esp,Spain,Europe,1805-01-01,29.5,11671859,NA
esp,Spain,Europe,1810-01-01,29.5,11846391,NA
esp,Spain,Europe,1815-01-01,29.5,12023426,NA
esp,Spain,Europe,1820-01-01,29.5,12230231,NA
esp,Spain,Europe,1825-01-01,29.5,12615600,NA
esp,Spain,Europe,1830-01-01,29.5,13041601,NA
esp,Spain,Europe,1835-01-01,29.5,13482154,NA
esp,Spain,Europe,1840-01-01,29.5,13937584,NA
esp,Spain,Europe,1845-01-01,29.5,14408192,NA
esp,Spain,Europe,1850-01-01,29.5,14878948,NA
esp,Spain,Europe,1855-01-01,29.5,15263827,NA
esp,Spain,Europe,1860-01-01,29.5,15629336,NA
esp,Spain,Europe,1865-01-01,29.5,15919374,NA
esp,Spain,Europe,1870-01-01,29.5,16205974,NA
esp,Spain,Europe,1875-01-01,29.5,16527215,NA
esp,Spain,Europe,1880-01-01,29.5,16871863,NA
esp,Spain,Europe,1885-01-01,30.27,17302975,NA
esp,Spain,Europe,1890-01-01,31.57,17749983,NA
esp,Spain,Europe,1895-01-01,33.1,18157806,NA
esp,Spain,Europe,1900-01-01,34.79,18592431,NA
esp,Spain,Europe,1905-01-01,38.94,19202587,NA
esp,Spain,Europe,1910-01-01,40.9,19859107,NA
esp,Spain,Europe,1915-01-01,43.02,20535166,NA
esp,Spain,Europe,1920-01-01,39.28,21275387,NA
esp,Spain,Europe,1925-01-01,46.91,22314097,NA
esp,Spain,Europe,1930-01-01,49.3,23440882,NA
esp,Spain,Europe,1935-01-01,52.67,24576906,NA
esp,Spain,Europe,1940-01-01,48.34,25747201,NA
esp,Spain,Europe,1945-01-01,57.78,26888238,NA
esp,Spain,Europe,1950-01-01,61.8,28069734,NA
esp,Spain,Europe,1955-01-01,66.66,29048392,NA
esp,Spain,Europe,1960-01-01,69.45,30402413,7375.7029
esp,Spain,Europe,1965-01-01,70.94,32146255,10600.72443
esp,Spain,Europe,1970-01-01,72.02,33883749,13571.91764
esp,Spain,Europe,1975-01-01,73.59,35879210,16626.35259
esp,Spain,Europe,1980-01-01,75.51,37698200,17477.86818
esp,Spain,Europe,1985-01-01,76.45,38733866,18254.6802
esp,Spain,Europe,1990-01-01,76.96,39202524,22512.76099
esp,Spain,Europe,1995-01-01,78.09,39787413,23737.48436
esp,Spain,Europe,2000-01-01,79.47,40824745,28408.80677
esp,Spain,Europe,2005-01-01,80.58,44019118,31028.99677
esp,Spain,Europe,2010-01-01,82.08,46931011,30502.71971
esp,Spain,Europe,2015-01-01,82.78,46671919,30549.79181
esp,Spain,Europe,2019-01-01,83.09,46736782,33352.32896
fin,Finland,Europe,1800-01-01,36.57,800000,NA
fin,Finland,Europe,1805-01-01,39.8,879571,NA
fin,Finland,Europe,1810-01-01,36.95,967405,NA
fin,Finland,Europe,1815-01-01,35.72,1063628,NA
fin,Finland,Europe,1820-01-01,37.29,1166867,NA
fin,Finland,Europe,1825-01-01,37.26,1263042,NA
fin,Finland,Europe,1830-01-01,36.3,1356050,NA
fin,Finland,Europe,1835-01-01,37.79,1402014,NA
fin,Finland,Europe,1840-01-01,41.47,1446931,NA
fin,Finland,Europe,1845-01-01,40.86,1531877,NA
fin,Finland,Europe,1850-01-01,37.35,1622623,NA
fin,Finland,Europe,1855-01-01,31.94,1682000,NA
fin,Finland,Europe,1860-01-01,38.15,1731819,NA
fin,Finland,Europe,1865-01-01,35.78,1745445,NA
fin,Finland,Europe,1870-01-01,45.66,1768778,NA
fin,Finland,Europe,1875-01-01,40.66,1894324,NA
fin,Finland,Europe,1880-01-01,39.69,2044906,NA
fin,Finland,Europe,1885-01-01,41.33,2198671,NA
fin,Finland,Europe,1890-01-01,44.66,2358017,NA
fin,Finland,Europe,1895-01-01,47.7,2499034,NA
fin,Finland,Europe,1900-01-01,41.87,2641828,NA
fin,Finland,Europe,1905-01-01,46.12,2781048,NA
fin,Finland,Europe,1910-01-01,48.63,2919589,NA
fin,Finland,Europe,1915-01-01,49.66,3025375,NA
fin,Finland,Europe,1920-01-01,47.67,3134303,NA
fin,Finland,Europe,1925-01-01,53.57,3282983,NA
fin,Finland,Europe,1930-01-01,54.64,3439042,NA
fin,Finland,Europe,1935-01-01,57.55,3566588,NA
fin,Finland,Europe,1940-01-01,46.82,3695561,NA
fin,Finland,Europe,1945-01-01,57.41,3845264,NA
fin,Finland,Europe,1950-01-01,64.51,4008292,NA
fin,Finland,Europe,1955-01-01,67.73,4238274,NA
fin,Finland,Europe,1960-01-01,69.22,4434593,12184.92425
fin,Finland,Europe,1965-01-01,69.56,4568604,15000.85484
fin,Finland,Europe,1970-01-01,70.66,4612365,18267.45802
fin,Finland,Europe,1975-01-01,72.17,4718744,22144.8906
fin,Finland,Europe,1980-01-01,74.01,4788247,25512.08532
fin,Finland,Europe,1985-01-01,74.88,4911220,28643.2682
fin,Finland,Europe,1990-01-01,75.43,4996220,33359.65483
fin,Finland,Europe,1995-01-01,76.94,5119012,31901.70984
fin,Finland,Europe,2000-01-01,78.04,5187953,40403.202
fin,Finland,Europe,2005-01-01,79.32,5258933,45358.34306
fin,Finland,Europe,2010-01-01,80.4,5365784,46459.97325
fin,Finland,Europe,2015-01-01,81.68,5481128,45647.66859
fin,Finland,Europe,2019-01-01,81.87,5532159,49310.45706
fji,Fiji,Oceania,1800-01-01,26.1,130533,NA
fji,Fiji,Oceania,1805-01-01,26.1,131680,NA
fji,Fiji,Oceania,1810-01-01,26.1,132838,NA
fji,Fiji,Oceania,1815-01-01,26.1,134006,NA
fji,Fiji,Oceania,1820-01-01,26.1,135184,NA
fji,Fiji,Oceania,1825-01-01,26.1,136372,NA
fji,Fiji,Oceania,1830-01-01,26.1,137571,NA
fji,Fiji,Oceania,1835-01-01,26.1,138780,NA
fji,Fiji,Oceania,1840-01-01,26.1,139672,NA
fji,Fiji,Oceania,1845-01-01,26.1,138493,NA
fji,Fiji,Oceania,1850-01-01,26.1,136971,NA
fji,Fiji,Oceania,1855-01-01,26.1,135205,NA
fji,Fiji,Oceania,1860-01-01,26.1,133432,NA
fji,Fiji,Oceania,1865-01-01,26.1,131683,NA
fji,Fiji,Oceania,1870-01-01,26.1,129956,NA
fji,Fiji,Oceania,1875-01-01,1.01,128252,NA
fji,Fiji,Oceania,1880-01-01,26.62,126396,NA
fji,Fiji,Oceania,1885-01-01,26.88,123477,NA
fji,Fiji,Oceania,1890-01-01,27.14,120745,NA
fji,Fiji,Oceania,1895-01-01,27.4,119887,NA
fji,Fiji,Oceania,1900-01-01,27.66,120500,NA
fji,Fiji,Oceania,1905-01-01,27.92,128841,NA
fji,Fiji,Oceania,1910-01-01,28.18,138748,NA
fji,Fiji,Oceania,1915-01-01,28.44,147188,NA
fji,Fiji,Oceania,1920-01-01,28.7,156963,NA
fji,Fiji,Oceania,1925-01-01,28.96,175073,NA
fji,Fiji,Oceania,1930-01-01,34.82,197105,NA
fji,Fiji,Oceania,1935-01-01,40.78,225343,NA
fji,Fiji,Oceania,1940-01-01,46.84,255472,NA
fji,Fiji,Oceania,1945-01-01,53,271292,NA
fji,Fiji,Oceania,1950-01-01,59.26,288994,NA
fji,Fiji,Oceania,1955-01-01,63,335096,NA
fji,Fiji,Oceania,1960-01-01,64.6,393480,1773.7819
fji,Fiji,Oceania,1965-01-01,65.57,463960,1751.08882
fji,Fiji,Oceania,1970-01-01,65.17,520561,2207.49068
fji,Fiji,Oceania,1975-01-01,65.03,576626,2635.8538
fji,Fiji,Oceania,1980-01-01,66.47,635312,2927.8658
fji,Fiji,Oceania,1985-01-01,66.11,711770,2594.3079
fji,Fiji,Oceania,1990-01-01,66.34,728575,2926.5645
fji,Fiji,Oceania,1995-01-01,66.12,775428,3123.19532
fji,Fiji,Oceania,2000-01-01,65.75,811011,3315.93405
fji,Fiji,Oceania,2005-01-01,67.11,821606,3690.01478
fji,Fiji,Oceania,2010-01-01,67.64,859816,3652.53593
fji,Fiji,Oceania,2015-01-01,68.02,868632,4352.4412
fji,Fiji,Oceania,2019-01-01,68.38,889955,4738.61864
fra,France,Europe,1800-01-01,33.97,29000000,NA
fra,France,Europe,1805-01-01,34.88,29546838,NA
fra,France,Europe,1810-01-01,37.4,30104407,NA
fra,France,Europe,1815-01-01,36.5,30672069,NA
fra,France,Europe,1820-01-01,39.21,31299931,NA
fra,France,Europe,1825-01-01,38.53,32260022,NA
fra,France,Europe,1830-01-01,39.56,33267853,NA
fra,France,Europe,1835-01-01,39.48,34091365,NA
fra,France,Europe,1840-01-01,40.37,34887644,NA
fra,France,Europe,1845-01-01,43.58,35618212,NA
fra,France,Europe,1850-01-01,43.28,36317907,NA
fra,France,Europe,1855-01-01,37.54,36768948,NA
fra,France,Europe,1860-01-01,43.33,37202052,NA
fra,France,Europe,1865-01-01,40.16,37701824,NA
fra,France,Europe,1870-01-01,36.41,38184704,NA
fra,France,Europe,1875-01-01,43.2,38461370,NA
fra,France,Europe,1880-01-01,42.79,38727144,NA
fra,France,Europe,1885-01-01,44.06,39126760,NA
fra,France,Europe,1890-01-01,43.48,39527583,NA
fra,France,Europe,1895-01-01,45.36,39780605,NA
fra,France,Europe,1900-01-01,45.27,40013112,NA
fra,France,Europe,1905-01-01,48.6,40259319,NA
fra,France,Europe,1910-01-01,51.66,40337510,NA
fra,France,Europe,1915-01-01,35.85,39344212,NA
fra,France,Europe,1920-01-01,51.96,38521777,NA
fra,France,Europe,1925-01-01,54.81,39505129,NA
fra,France,Europe,1930-01-01,57.35,40610060,NA
fra,France,Europe,1935-01-01,58.85,40503806,NA
